y,fzone,punt,kick,gofor,red,green,blue
1,1,0.016,0,0.984,4,0,250
1,2,0.0275,0,0.9725,7,0,247
1,3,0.0575,0,0.9425,14,0,240
1,4,0.0975,0,0.9025,24,0,230
2,1,0.0285,0,0.9715,7,0,247
2,2,0.0575,0,0.9425,14,0,240
2,3,0.104,0,0.896,26,0,228
2,4,0.1495,0,0.8505,38,0,216
3,1,0.0485,0,0.9515,12,0,242
3,2,0.09,0,0.91,22,0,232
3,3,0.1505,0,0.8495,38,0,216
3,4,0.22,0,0.78,56,0,198
4,1,0.0245,0,0.9755,6,0,248
4,2,0.051,0,0.949,13,0,241
4,3,0.098,0,0.902,24,0,230
4,4,0.1695,0,0.8305,43,0,211
5,1,0.012,0,0.988,3,0,251
5,2,0.0295,0,0.9705,7,0,247
5,3,0.074,0,0.926,18,0,236
5,4,0.1335,0,0.8665,34,0,220
6,1,0.0025,0.0005,0.997,0,0,254
6,2,0.0085,0.0005,0.991,2,0,252
6,3,0.0255,0.0005,0.974,6,0,248
6,4,0.069,0.0045,0.9265,17,1,236
7,1,0,0,1,0,0,255
7,2,0.0005,0.0005,0.999,0,0,254
7,3,0.002,0.003,0.995,0,0,253
7,4,0.01,0.0195,0.9705,2,4,247
8,1,0,0,1,0,0,255
8,2,0,0,1,0,0,255
8,3,0,0,1,0,0,255
8,4,0,0.0045,0.9955,0,1,253
9,1,0,0,1,0,0,255
9,2,0,0,1,0,0,255
9,3,0,0.0015,0.9985,0,0,254
9,4,0,0.035,0.965,0,8,246
10,1,0,0,1,0,0,255
10,2,0,0,1,0,0,255
10,3,0,0,1,0,0,255
10,4,0,0.0005,0.9995,0,0,254
