y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0.032,0,0.968,8,0,246
1,3,0.73,0,0.27,186,0,68
1,4,0.995,0,0.005,253,0,1
2,1,0,0,1,0,0,255
2,2,0.0995,0,0.9005,25,0,229
2,3,0.976,0,0.024,248,0,6
2,4,1,0,0,255,0,0
3,1,0,0,1,0,0,255
3,2,0.031,0,0.969,7,0,247
3,3,0.969,0,0.031,247,0,7
3,4,0.9995,0,0.0005,254,0,0
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0.0835,0,0.9165,21,0,233
4,4,0.939,0,0.061,239,0,15
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0,0,1,0,0,255
5,4,0.1455,0,0.8545,37,0,217
6,1,0,0.006,0.994,0,1,253
6,2,0,0.0135,0.9865,0,3,251
6,3,0,0.0435,0.9565,0,11,243
6,4,0.0005,0.135,0.8645,0,34,220
7,1,0,0.002,0.998,0,0,254
7,2,0,0.0305,0.9695,0,7,247
7,3,0,0.4165,0.5835,0,106,148
7,4,0,0.9475,0.0525,0,241,13
8,1,0,0,1,0,0,255
8,2,0,0,1,0,0,255
8,3,0,0.024,0.976,0,6,248
8,4,0,0.3965,0.6035,0,101,153
9,1,0,0,1,0,0,255
9,2,0,0.0065,0.9935,0,1,253
9,3,0,0.4065,0.5935,0,103,151
9,4,0,0.8625,0.1375,0,219,35
10,1,0,0,1,0,0,255
10,2,0,0,1,0,0,255
10,3,0,0.0465,0.9535,0,11,243
10,4,0,0.435,0.565,0,110,144
