y,fzone,punt,kick,gofor,red,green,blue
1,1,0.5385,0,0.4615,137,0,117
1,2,0.9795,0,0.0205,249,0,5
1,3,0.98,0,0.02,249,0,5
1,4,0.98,0,0.02,249,0,5
2,1,0.1065,0,0.8935,27,0,227
2,2,0.952,0,0.048,242,0,12
2,3,0.983,0,0.017,250,0,4
2,4,0.9835,0,0.0165,250,0,4
3,1,0.4365,0,0.5635,111,0,143
3,2,0.984,0,0.016,250,0,4
3,3,0.9855,0,0.0145,251,0,3
3,4,0.9855,0,0.0145,251,0,3
4,1,0.51,0,0.49,130,0,124
4,2,0.986,0,0.014,251,0,3
4,3,0.987,0,0.013,251,0,3
4,4,0.987,0,0.013,251,0,3
5,1,0.3645,0,0.6355,92,0,162
5,2,0.9875,0,0.0125,251,0,3
5,3,0.9905,0,0.0095,252,0,2
5,4,0.9905,0,0.0095,252,0,2
6,1,0.042,0,0.958,10,0,244
6,2,0.9075,0,0.0925,231,0,23
6,3,0.9915,0,0.0085,252,0,2
6,4,0.995,0,0.005,253,0,1
7,1,0,0.003,0.997,0,0,254
7,2,0.004,0.005,0.991,1,1,252
7,3,0.7545,0.0055,0.24,192,1,61
7,4,0.989,0.0055,0.0055,252,1,1
8,1,0,0.005,0.995,0,1,253
8,2,0,0.0065,0.9935,0,1,253
8,3,0,0.0065,0.9935,0,1,253
8,4,0,0.0065,0.9935,0,1,253
9,1,0,0.0095,0.9905,0,2,252
9,2,0,0.0095,0.9905,0,2,252
9,3,0,0.0095,0.9905,0,2,252
9,4,0,0.0095,0.9905,0,2,252
10,1,0,0.009,0.991,0,2,252
10,2,0,0.0095,0.9905,0,2,252
10,3,0,0.0095,0.9905,0,2,252
10,4,0,0.0095,0.9905,0,2,252
