y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0.02,0,0.98,5,0,249
1,3,0.883,0,0.117,225,0,29
1,4,1,0,0,255,0,0
2,1,0,0,1,0,0,255
2,2,0.014,0,0.986,3,0,251
2,3,0.9185,0,0.0815,234,0,20
2,4,1,0,0,255,0,0
3,1,0,0,1,0,0,255
3,2,0.047,0,0.953,11,0,243
3,3,0.9845,0,0.0155,251,0,3
3,4,1,0,0,255,0,0
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0.5345,0,0.4655,136,0,118
4,4,0.9975,0,0.0025,254,0,0
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0.004,0,0.996,1,0,253
5,4,0.7,0,0.3,178,0,76
6,1,0,0.007,0.993,0,1,253
6,2,0,0.0205,0.9795,0,5,249
6,3,0,0.068,0.932,0,17,237
6,4,0.0435,0.1935,0.763,11,49,194
7,1,0,0.006,0.994,0,1,253
7,2,0,0.5705,0.4295,0,145,109
7,3,0,0.999,0.001,0,254,0
7,4,0,1,0,0,255,0
8,1,0,0,1,0,0,255
8,2,0,0.0145,0.9855,0,3,251
8,3,0,0.974,0.026,0,248,6
8,4,0,1,0,0,255,0
9,1,0,0.005,0.995,0,1,253
9,2,0,0.729,0.271,0,185,69
9,3,0,0.9945,0.0055,0,253,1
9,4,0,0.9995,0.0005,0,254,0
10,1,0,0,1,0,0,255
10,2,0,0.0165,0.9835,0,4,250
10,3,0,0.7505,0.2495,0,191,63
10,4,0,0.9725,0.0275,0,247,7
