y,fzone,punt,kick,gofor,red,green,blue
1,1,1,0,0,255,0,0
1,2,1,0,0,255,0,0
1,3,1,0,0,255,0,0
1,4,1,0,0,255,0,0
2,1,1,0,0,255,0,0
2,2,1,0,0,255,0,0
2,3,1,0,0,255,0,0
2,4,1,0,0,255,0,0
3,1,1,0,0,255,0,0
3,2,1,0,0,255,0,0
3,3,1,0,0,255,0,0
3,4,1,0,0,255,0,0
4,1,0.9775,0,0.0225,249,0,5
4,2,0.999,0,0.001,254,0,0
4,3,1,0,0,255,0,0
4,4,1,0,0,255,0,0
5,1,0.806,0,0.194,205,0,49
5,2,0.9895,0,0.0105,252,0,2
5,3,1,0,0,255,0,0
5,4,1,0,0,255,0,0
6,1,0.7915,0.004,0.2045,201,1,52
6,2,0.99,0.004,0.006,252,1,1
6,3,0.996,0.004,0,253,1,0
6,4,0.996,0.004,0,253,1,0
7,1,0.023,0.093,0.884,5,23,225
7,2,0.119,0.7525,0.1285,30,191,32
7,3,0.1365,0.8635,0,34,220,0
7,4,0.1365,0.8635,0,34,220,0
8,1,0,0.0165,0.9835,0,4,250
8,2,0,0.424,0.576,0,108,146
8,3,0,0.984,0.016,0,250,4
8,4,0,0.999,0.001,0,254,0
9,1,0,0.2105,0.7895,0,53,201
9,2,0,0.8185,0.1815,0,208,46
9,3,0,0.9845,0.0155,0,251,3
9,4,0,0.9985,0.0015,0,254,0
10,1,0,0.1675,0.8325,0,42,212
10,2,0,0.5415,0.4585,0,138,116
10,3,0,0.823,0.177,0,209,45
10,4,0,0.924,0.076,0,235,19
