y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0.0045,0,0.9955,1,0,253
1,3,0.7465,0,0.2535,190,0,64
1,4,0.998,0,0.002,254,0,0
2,1,0,0,1,0,0,255
2,2,0,0,1,0,0,255
2,3,0.7105,0,0.2895,181,0,73
2,4,0.998,0,0.002,254,0,0
3,1,0,0,1,0,0,255
3,2,0.0015,0,0.9985,0,0,254
3,3,0.822,0,0.178,209,0,45
3,4,0.999,0,0.001,254,0,0
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0.1055,0,0.8945,26,0,228
4,4,0.955,0,0.045,243,0,11
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0,0,1,0,0,255
5,4,0.3305,0,0.6695,84,0,170
6,1,0,0.004,0.996,0,1,253
6,2,0,0.0075,0.9925,0,1,253
6,3,0,0.024,0.976,0,6,248
6,4,0.009,0.0765,0.9145,2,19,233
7,1,0,0,1,0,0,255
7,2,0,0,1,0,0,255
7,3,0,0.162,0.838,0,41,213
7,4,0,0.8775,0.1225,0,223,31
8,1,0,0,1,0,0,255
8,2,0,0,1,0,0,255
8,3,0,0.005,0.995,0,1,253
8,4,0,0.433,0.567,0,110,144
9,1,0,0,1,0,0,255
9,2,0,0.0145,0.9855,0,3,251
9,3,0,0.575,0.425,0,146,108
9,4,0,0.917,0.083,0,233,21
10,1,0,0,1,0,0,255
10,2,0,0,1,0,0,255
10,3,0,0.1185,0.8815,0,30,224
10,4,0,0.611,0.389,0,155,99
