y,fzone,punt,kick,gofor,red,green,blue
1,1,0.881,0,0.119,224,0,30
1,2,0.98,0,0.02,249,0,5
1,3,0.98,0,0.02,249,0,5
1,4,0.9805,0,0.0195,250,0,4
2,1,0.5505,0,0.4495,140,0,114
2,2,0.983,0,0.017,250,0,4
2,3,0.9835,0,0.0165,250,0,4
2,4,0.9855,0,0.0145,251,0,3
3,1,0.932,0,0.068,237,0,17
3,2,0.9855,0,0.0145,251,0,3
3,3,0.9855,0,0.0145,251,0,3
3,4,0.9855,0,0.0145,251,0,3
4,1,0.9705,0,0.0295,247,0,7
4,2,0.987,0,0.013,251,0,3
4,3,0.987,0,0.013,251,0,3
4,4,0.987,0,0.013,251,0,3
5,1,0.9545,0,0.0455,243,0,11
5,2,0.9905,0,0.0095,252,0,2
5,3,0.9905,0,0.0095,252,0,2
5,4,0.9905,0,0.0095,252,0,2
6,1,0.569,0.0055,0.4255,145,1,108
6,2,0.983,0.0085,0.0085,250,2,2
6,3,0.9855,0.0085,0.006,251,2,1
6,4,0.9865,0.0085,0.005,251,2,1
7,1,0,0.136,0.864,0,34,220
7,2,0.008,0.927,0.065,2,236,16
7,3,0.0285,0.9685,0.003,7,246,0
7,4,0.0285,0.9715,0,7,247,0
8,1,0,0.092,0.908,0,23,231
8,2,0,0.9415,0.0585,0,240,14
8,3,0,0.97,0.03,0,247,7
8,4,0,0.97,0.03,0,247,7
9,1,0,0.651,0.349,0,166,88
9,2,0,0.9705,0.0295,0,247,7
9,3,0,0.9715,0.0285,0,247,7
9,4,0,0.9715,0.0285,0,247,7
10,1,0,0.096,0.904,0,24,230
10,2,0,0.8735,0.1265,0,222,32
10,3,0,0.97,0.03,0,247,7
10,4,0,0.9715,0.0285,0,247,7
