y,fzone,punt,kick,gofor,red,green,blue
1,1,0.884,0,0.116,225,0,29
1,2,1,0,0,255,0,0
1,3,1,0,0,255,0,0
1,4,1,0,0,255,0,0
2,1,0.7795,0,0.2205,198,0,56
2,2,1,0,0,255,0,0
2,3,1,0,0,255,0,0
2,4,1,0,0,255,0,0
3,1,0.9205,0,0.0795,234,0,20
3,2,1,0,0,255,0,0
3,3,1,0,0,255,0,0
3,4,1,0,0,255,0,0
4,1,0.661,0,0.339,168,0,86
4,2,0.999,0,0.001,254,0,0
4,3,1,0,0,255,0,0
4,4,1,0,0,255,0,0
5,1,0.0895,0,0.9105,22,0,232
5,2,0.9485,0,0.0515,241,0,13
5,3,1,0,0,255,0,0
5,4,1,0,0,255,0,0
6,1,0,0.0135,0.9865,0,3,251
6,2,0.132,0.0365,0.8315,33,9,212
6,3,0.9445,0.0525,0.003,240,13,0
6,4,0.9475,0.0525,0,241,13,0
7,1,0,0.852,0.148,0,217,37
7,2,0,1,0,0,255,0
7,3,0,1,0,0,255,0
7,4,0,1,0,0,255,0
8,1,0,0.8755,0.1245,0,223,31
8,2,0,1,0,0,255,0
8,3,0,1,0,0,255,0
8,4,0,1,0,0,255,0
9,1,0,0.998,0.002,0,254,0
9,2,0,1,0,0,255,0
9,3,0,1,0,0,255,0
9,4,0,1,0,0,255,0
10,1,0,0.705,0.295,0,179,75
10,2,0,0.9995,0.0005,0,254,0
10,3,0,1,0,0,255,0
10,4,0,1,0,0,255,0
