y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0.0425,0,0.9575,10,0,244
1,3,0.487,0,0.513,124,0,130
1,4,0.9195,0,0.0805,234,0,20
2,1,0,0,1,0,0,255
2,2,0,0,1,0,0,255
2,3,0.231,0,0.769,58,0,196
2,4,0.9265,0,0.0735,236,0,18
3,1,0,0,1,0,0,255
3,2,0,0,1,0,0,255
3,3,0.2445,0,0.7555,62,0,192
3,4,0.996,0,0.004,253,0,1
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0.001,0,0.999,0,0,254
4,4,0.4495,0,0.5505,114,0,140
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0,0,1,0,0,255
5,4,0.0685,0,0.9315,17,0,237
6,1,0,0.01,0.99,0,2,252
6,2,0,0.028,0.972,0,7,247
6,3,0,0.0835,0.9165,0,21,233
6,4,0,0.2255,0.7745,0,57,197
7,1,0,0.0015,0.9985,0,0,254
7,2,0,0.1865,0.8135,0,47,207
7,3,0,0.9775,0.0225,0,249,5
7,4,0,1,0,0,255,0
8,1,0,0,1,0,0,255
8,2,0,0,1,0,0,255
8,3,0,0.1585,0.8415,0,40,214
8,4,0,0.962,0.038,0,245,9
9,1,0,0,1,0,0,255
9,2,0,0.038,0.962,0,9,245
9,3,0,0.795,0.205,0,202,52
9,4,0,0.977,0.023,0,249,5
10,1,0,0,1,0,0,255
10,2,0,0,1,0,0,255
10,3,0,0.124,0.876,0,31,223
10,4,0,0.6995,0.3005,0,178,76
