y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0,0,1,0,0,255
1,3,0.0035,0,0.9965,0,0,254
1,4,0.0755,0,0.9245,19,0,235
2,1,0,0,1,0,0,255
2,2,0,0,1,0,0,255
2,3,0.0035,0,0.9965,0,0,254
2,4,0.304,0,0.696,77,0,177
3,1,0,0,1,0,0,255
3,2,0,0,1,0,0,255
3,3,0,0,1,0,0,255
3,4,0.3045,0,0.6955,77,0,177
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0,0,1,0,0,255
4,4,0.006,0,0.994,1,0,253
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0,0,1,0,0,255
5,4,0.0005,0,0.9995,0,0,254
6,1,0,0.079,0.921,0,20,234
6,2,0,0.1365,0.8635,0,34,220
6,3,0,0.249,0.751,0,63,191
6,4,0,0.42,0.58,0,107,147
7,1,0,0.463,0.537,0,118,136
7,2,0,0.685,0.315,0,174,80
7,3,0,0.901,0.099,0,229,25
7,4,0,0.9875,0.0125,0,251,3
8,1,0,0.0475,0.9525,0,12,242
8,2,0,0.165,0.835,0,42,212
8,3,0,0.5035,0.4965,0,128,126
8,4,0,0.8145,0.1855,0,207,47
9,1,0,0.01,0.99,0,2,252
9,2,0,0.134,0.866,0,34,220
9,3,0,0.6465,0.3535,0,164,90
9,4,0,0.922,0.078,0,235,19
10,1,0,0,1,0,0,255
10,2,0,0,1,0,0,255
10,3,0,0.0525,0.9475,0,13,241
10,4,0,0.4365,0.5635,0,111,143
