y,fzone,punt,kick,gofor,red,green,blue
1,1,0.4415,0,0.5585,112,0,142
1,2,0.998,0,0.002,254,0,0
1,3,1,0,0,255,0,0
1,4,1,0,0,255,0,0
2,1,0.434,0,0.566,110,0,144
2,2,0.999,0,0.001,254,0,0
2,3,1,0,0,255,0,0
2,4,1,0,0,255,0,0
3,1,0.9855,0,0.0145,251,0,3
3,2,1,0,0,255,0,0
3,3,1,0,0,255,0,0
3,4,1,0,0,255,0,0
4,1,0.9855,0,0.0145,251,0,3
4,2,1,0,0,255,0,0
4,3,1,0,0,255,0,0
4,4,1,0,0,255,0,0
5,1,0.7755,0,0.2245,197,0,57
5,2,1,0,0,255,0,0
5,3,1,0,0,255,0,0
5,4,1,0,0,255,0,0
6,1,0.019,0.007,0.974,4,1,248
6,2,0.857,0.017,0.126,218,4,32
6,3,0.9825,0.0175,0,250,4,0
6,4,0.9825,0.0175,0,250,4,0
7,1,0,0.3,0.7,0,76,178
7,2,0,0.9875,0.0125,0,251,3
7,3,0,1,0,0,255,0
7,4,0,1,0,0,255,0
8,1,0,0.08,0.92,0,20,234
8,2,0,0.9665,0.0335,0,246,8
8,3,0,1,0,0,255,0
8,4,0,1,0,0,255,0
9,1,0,0.783,0.217,0,199,55
9,2,0,1,0,0,255,0
9,3,0,1,0,0,255,0
9,4,0,1,0,0,255,0
10,1,0,0.09,0.91,0,22,232
10,2,0,0.9635,0.0365,0,245,9
10,3,0,1,0,0,255,0
10,4,0,1,0,0,255,0
