y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0.014,0,0.986,3,0,251
1,3,0.7985,0,0.2015,203,0,51
1,4,0.9965,0,0.0035,254,0,0
2,1,0,0,1,0,0,255
2,2,0.0105,0,0.9895,2,0,252
2,3,0.892,0,0.108,227,0,27
2,4,1,0,0,255,0,0
3,1,0,0,1,0,0,255
3,2,0.0245,0,0.9755,6,0,248
3,3,0.971,0,0.029,247,0,7
3,4,1,0,0,255,0,0
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0.3505,0,0.6495,89,0,165
4,4,0.995,0,0.005,253,0,1
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0.0005,0,0.9995,0,0,254
5,4,0.529,0,0.471,134,0,120
6,1,0,0.0075,0.9925,0,1,253
6,2,0,0.0195,0.9805,0,4,250
6,3,0,0.059,0.941,0,15,239
6,4,0.0165,0.1775,0.806,4,45,205
7,1,0,0,1,0,0,255
7,2,0,0.1795,0.8205,0,45,209
7,3,0,0.9845,0.0155,0,251,3
7,4,0,1,0,0,255,0
8,1,0,0,1,0,0,255
8,2,0,0,1,0,0,255
8,3,0,0.5885,0.4115,0,150,104
8,4,0,0.9975,0.0025,0,254,0
9,1,0,0.0005,0.9995,0,0,254
9,2,0,0.312,0.688,0,79,175
9,3,0,0.953,0.047,0,243,11
9,4,0,0.994,0.006,0,253,1
10,1,0,0,1,0,0,255
10,2,0,0.0005,0.9995,0,0,254
10,3,0,0.4525,0.5475,0,115,139
10,4,0,0.9065,0.0935,0,231,23
