y,fzone,punt,kick,gofor,red,green,blue
1,1,1,0,0,255,0,0
1,2,1,0,0,255,0,0
1,3,1,0,0,255,0,0
1,4,1,0,0,255,0,0
2,1,1,0,0,255,0,0
2,2,1,0,0,255,0,0
2,3,1,0,0,255,0,0
2,4,1,0,0,255,0,0
3,1,1,0,0,255,0,0
3,2,1,0,0,255,0,0
3,3,1,0,0,255,0,0
3,4,1,0,0,255,0,0
4,1,0.773,0,0.227,197,0,57
4,2,0.9805,0,0.0195,250,0,4
4,3,0.9985,0,0.0015,254,0,0
4,4,1,0,0,255,0,0
5,1,0.4055,0,0.5945,103,0,151
5,2,0.7845,0,0.2155,200,0,54
5,3,0.974,0,0.026,248,0,6
5,4,0.998,0,0.002,254,0,0
6,1,0.5275,0.005,0.4675,134,1,119
6,2,0.8575,0.006,0.1365,218,1,34
6,3,0.9765,0.007,0.0165,249,1,4
6,4,0.991,0.007,0.002,252,1,0
7,1,0.0165,0.3385,0.645,4,86,164
7,2,0.035,0.927,0.038,8,236,9
7,3,0.0375,0.9625,0,9,245,0
7,4,0.0375,0.9625,0,9,245,0
8,1,0,0.328,0.672,0,83,171
8,2,0,0.9035,0.0965,0,230,24
8,3,0,0.9975,0.0025,0,254,0
8,4,0,0.9995,0.0005,0,254,0
9,1,0,0.803,0.197,0,204,50
9,2,0,0.9785,0.0215,0,249,5
9,3,0,0.9995,0.0005,0,254,0
9,4,0,1,0,0,255,0
10,1,0,0.7485,0.2515,0,190,64
10,2,0,0.9045,0.0955,0,230,24
10,3,0,0.9625,0.0375,0,245,9
10,4,0,0.981,0.019,0,250,4
