y,fzone,punt,kick,gofor,red,green,blue
1,1,0.4005,0.1995,0.4,102,50,102
1,2,0.4225,0.2055,0.372,107,52,94
1,3,0.456,0.2185,0.3255,116,55,83
1,4,0.484,0.2305,0.2855,123,58,72
2,1,0.387,0.205,0.408,98,52,104
2,2,0.414,0.214,0.372,105,54,94
2,3,0.434,0.2245,0.3415,110,57,87
2,4,0.4655,0.245,0.2895,118,62,73
3,1,0.37,0.21,0.42,94,53,107
3,2,0.3905,0.2115,0.398,99,53,101
3,3,0.4165,0.2185,0.365,106,55,93
3,4,0.4485,0.2375,0.314,114,60,80
4,1,0.388,0.2075,0.4045,98,52,103
4,2,0.4115,0.208,0.3805,104,53,97
4,3,0.4455,0.211,0.3435,113,53,87
4,4,0.4665,0.2365,0.297,118,60,75
5,1,0.383,0.203,0.414,97,51,105
5,2,0.406,0.2045,0.3895,103,52,99
5,3,0.435,0.224,0.341,110,57,86
5,4,0.4555,0.2425,0.302,116,61,77
6,1,0.39,0.2095,0.4005,99,53,102
6,2,0.413,0.2085,0.3785,105,53,96
6,3,0.4335,0.2265,0.34,110,57,86
6,4,0.4605,0.2405,0.299,117,61,76
7,1,0.338,0.288,0.374,86,73,95
7,2,0.363,0.3125,0.3245,92,79,82
7,3,0.377,0.3345,0.2885,96,85,73
7,4,0.397,0.356,0.247,101,90,62
8,1,0,0.584,0.416,0,148,106
8,2,0,0.624,0.376,0,159,95
8,3,0,0.669,0.331,0,170,84
8,4,0,0.7275,0.2725,0,185,69
9,1,0,0.667,0.333,0,170,84
9,2,0,0.7195,0.2805,0,183,71
9,3,0,0.8025,0.1975,0,204,50
9,4,0,0.864,0.136,0,220,34
10,1,0,0.73,0.27,0,186,68
10,2,0,0.777,0.223,0,198,56
10,3,0,0.8395,0.1605,0,214,40
10,4,0,0.891,0.109,0,227,27
