y,fzone,punt,kick,gofor,red,green,blue
1,1,0.5985,0,0.4015,152,0,102
1,2,0.9985,0,0.0015,254,0,0
1,3,1,0,0,255,0,0
1,4,1,0,0,255,0,0
2,1,0.4195,0,0.5805,106,0,148
2,2,0.996,0,0.004,253,0,1
2,3,1,0,0,255,0,0
2,4,1,0,0,255,0,0
3,1,0.739,0,0.261,188,0,66
3,2,0.9995,0,0.0005,254,0,0
3,3,1,0,0,255,0,0
3,4,1,0,0,255,0,0
4,1,0.4765,0,0.5235,121,0,133
4,2,0.998,0,0.002,254,0,0
4,3,1,0,0,255,0,0
4,4,1,0,0,255,0,0
5,1,0.0765,0,0.9235,19,0,235
5,2,0.9415,0,0.0585,240,0,14
5,3,1,0,0,255,0,0
5,4,1,0,0,255,0,0
6,1,0,0.0095,0.9905,0,2,252
6,2,0.1835,0.024,0.7925,46,6,202
6,3,0.965,0.033,0.002,246,8,0
6,4,0.967,0.033,0,246,8,0
7,1,0,0.4515,0.5485,0,115,139
7,2,0,0.9885,0.0115,0,252,2
7,3,0,1,0,0,255,0
7,4,0,1,0,0,255,0
8,1,0,0.3495,0.6505,0,89,165
8,2,0,0.994,0.006,0,253,1
8,3,0,1,0,0,255,0
8,4,0,1,0,0,255,0
9,1,0,0.9105,0.0895,0,232,22
9,2,0,0.9995,0.0005,0,254,0
9,3,0,1,0,0,255,0
9,4,0,1,0,0,255,0
10,1,0,0.2095,0.7905,0,53,201
10,2,0,0.9445,0.0555,0,240,14
10,3,0,0.999,0.001,0,254,0
10,4,0,0.9995,0.0005,0,254,0
