y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0.0175,0,0.9825,4,0,250
1,3,0.613,0,0.387,156,0,98
1,4,0.991,0,0.009,252,0,2
2,1,0,0,1,0,0,255
2,2,0.0415,0,0.9585,10,0,244
2,3,0.909,0,0.091,231,0,23
2,4,1,0,0,255,0,0
3,1,0,0,1,0,0,255
3,2,0.011,0,0.989,2,0,252
3,3,0.921,0,0.079,234,0,20
3,4,0.9995,0,0.0005,254,0,0
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0.0395,0,0.9605,10,0,244
4,4,0.8705,0,0.1295,221,0,33
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0,0,1,0,0,255
5,4,0.115,0,0.885,29,0,225
6,1,0,0.0065,0.9935,0,1,253
6,2,0,0.014,0.986,0,3,251
6,3,0,0.0455,0.9545,0,11,243
6,4,0.0005,0.1455,0.854,0,37,217
7,1,0,0,1,0,0,255
7,2,0,0.0025,0.9975,0,0,254
7,3,0,0.4925,0.5075,0,125,129
7,4,0,0.9855,0.0145,0,251,3
8,1,0,0,1,0,0,255
8,2,0,0,1,0,0,255
8,3,0,0.002,0.998,0,0,254
8,4,0,0.469,0.531,0,119,135
9,1,0,0,1,0,0,255
9,2,0,0.0015,0.9985,0,0,254
9,3,0,0.451,0.549,0,115,139
9,4,0,0.901,0.099,0,229,25
10,1,0,0,1,0,0,255
10,2,0,0,1,0,0,255
10,3,0,0.0445,0.9555,0,11,243
10,4,0,0.471,0.529,0,120,134
