y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0.051,0,0.949,13,0,241
1,3,0.797,0,0.203,203,0,51
1,4,0.996,0,0.004,253,0,1
2,1,0.0005,0,0.9995,0,0,254
2,2,0.144,0,0.856,36,0,218
2,3,0.9895,0,0.0105,252,0,2
2,4,1,0,0,255,0,0
3,1,0,0,1,0,0,255
3,2,0.0425,0,0.9575,10,0,244
3,3,0.985,0,0.015,251,0,3
3,4,1,0,0,255,0,0
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0.08,0,0.92,20,0,234
4,4,0.9355,0,0.0645,238,0,16
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0,0,1,0,0,255
5,4,0.13,0,0.87,33,0,221
6,1,0,0.011,0.989,0,2,252
6,2,0,0.026,0.974,0,6,248
6,3,0,0.066,0.934,0,16,238
6,4,0.0005,0.171,0.8285,0,43,211
7,1,0,0.042,0.958,0,10,244
7,2,0,0.1735,0.8265,0,44,210
7,3,0,0.5755,0.4245,0,146,108
7,4,0,0.9405,0.0595,0,239,15
8,1,0,0.001,0.999,0,0,254
8,2,0,0.0175,0.9825,0,4,250
8,3,0,0.1515,0.8485,0,38,216
8,4,0,0.5665,0.4335,0,144,110
9,1,0,0.0005,0.9995,0,0,254
9,2,0,0.053,0.947,0,13,241
9,3,0,0.5475,0.4525,0,139,115
9,4,0,0.8905,0.1095,0,227,27
10,1,0,0,1,0,0,255
10,2,0,0,1,0,0,255
10,3,0,0.112,0.888,0,28,226
10,4,0,0.53,0.47,0,135,119
