y,fzone,punt,kick,gofor,red,green,blue
1,1,1,0,0,255,0,0
1,2,1,0,0,255,0,0
1,3,1,0,0,255,0,0
1,4,1,0,0,255,0,0
2,1,1,0,0,255,0,0
2,2,1,0,0,255,0,0
2,3,1,0,0,255,0,0
2,4,1,0,0,255,0,0
3,1,1,0,0,255,0,0
3,2,1,0,0,255,0,0
3,3,1,0,0,255,0,0
3,4,1,0,0,255,0,0
4,1,0.7845,0,0.2155,200,0,54
4,2,0.9835,0,0.0165,250,0,4
4,3,0.9985,0,0.0015,254,0,0
4,4,1,0,0,255,0,0
5,1,0.473,0,0.527,120,0,134
5,2,0.8465,0,0.1535,215,0,39
5,3,0.985,0,0.015,251,0,3
5,4,0.9985,0,0.0015,254,0,0
6,1,0.6205,0.005,0.3745,158,1,95
6,2,0.9145,0.006,0.0795,233,1,20
6,3,0.9855,0.006,0.0085,251,1,2
6,4,0.9935,0.006,0.0005,253,1,0
7,1,0.012,0.4195,0.5685,3,106,144
7,2,0.034,0.9335,0.0325,8,238,8
7,3,0.0365,0.9635,0,9,245,0
7,4,0.0365,0.9635,0,9,245,0
8,1,0,0.393,0.607,0,100,154
8,2,0,0.901,0.099,0,229,25
8,3,0,0.9975,0.0025,0,254,0
8,4,0,0.9995,0.0005,0,254,0
9,1,0,0.777,0.223,0,198,56
9,2,0,0.976,0.024,0,248,6
9,3,0,0.9995,0.0005,0,254,0
9,4,0,1,0,0,255,0
10,1,0,0.6925,0.3075,0,176,78
10,2,0,0.8925,0.1075,0,227,27
10,3,0,0.964,0.036,0,245,9
10,4,0,0.984,0.016,0,250,4
