y,fzone,punt,kick,gofor,red,green,blue
1,1,0.0075,0,0.9925,1,0,253
1,2,0.6455,0,0.3545,164,0,90
1,3,1,0,0,255,0,0
1,4,1,0,0,255,0,0
2,1,0.3985,0,0.6015,101,0,153
2,2,0.997,0,0.003,254,0,0
2,3,1,0,0,255,0,0
2,4,1,0,0,255,0,0
3,1,0.9735,0,0.0265,248,0,6
3,2,1,0,0,255,0,0
3,3,1,0,0,255,0,0
3,4,1,0,0,255,0,0
4,1,0.849,0,0.151,216,0,38
4,2,1,0,0,255,0,0
4,3,1,0,0,255,0,0
4,4,1,0,0,255,0,0
5,1,0.011,0,0.989,2,0,252
5,2,0.8395,0,0.1605,214,0,40
5,3,1,0,0,255,0,0
5,4,1,0,0,255,0,0
6,1,0,0.0085,0.9915,0,2,252
6,2,0,0.025,0.975,0,6,248
6,3,0.5105,0.077,0.4125,130,19,105
6,4,0.9105,0.088,0.0015,232,22,0
7,1,0,0.1975,0.8025,0,50,204
7,2,0,0.9745,0.0255,0,248,6
7,3,0,1,0,0,255,0
7,4,0,1,0,0,255,0
8,1,0,0.026,0.974,0,6,248
8,2,0,0.9005,0.0995,0,229,25
8,3,0,1,0,0,255,0
8,4,0,1,0,0,255,0
9,1,0,0.646,0.354,0,164,90
9,2,0,0.9995,0.0005,0,254,0
9,3,0,1,0,0,255,0
9,4,0,1,0,0,255,0
10,1,0,0.0615,0.9385,0,15,239
10,2,0,0.95,0.05,0,242,12
10,3,0,0.9995,0.0005,0,254,0
10,4,0,1,0,0,255,0
