y,fzone,punt,kick,gofor,red,green,blue
1,1,0.0585,0.2685,0.673,14,68,171
1,2,0.0875,0.2685,0.644,22,68,164
1,3,0.124,0.2685,0.6075,31,68,154
1,4,0.1595,0.2685,0.572,40,68,145
2,1,0.084,0.2475,0.6685,21,63,170
2,2,0.119,0.2475,0.6335,30,63,161
2,3,0.157,0.2475,0.5955,40,63,151
2,4,0.198,0.2475,0.5545,50,63,141
3,1,0.11,0.2125,0.6775,28,54,172
3,2,0.1495,0.2125,0.638,38,54,162
3,3,0.2055,0.2125,0.582,52,54,148
3,4,0.2465,0.2125,0.541,62,54,137
4,1,0.134,0.182,0.684,34,46,174
4,2,0.1795,0.182,0.6385,45,46,162
4,3,0.2375,0.182,0.5805,60,46,148
4,4,0.2875,0.182,0.5305,73,46,135
5,1,0.1325,0.1565,0.711,33,39,181
5,2,0.1825,0.1565,0.661,46,39,168
5,3,0.2465,0.1565,0.597,62,39,152
5,4,0.2995,0.1565,0.544,76,39,138
6,1,0.138,0.079,0.783,35,20,199
6,2,0.1835,0.084,0.7325,46,21,186
6,3,0.239,0.095,0.666,60,24,169
6,4,0.2865,0.113,0.6005,73,28,153
7,1,0.1015,0.2075,0.691,25,52,176
7,2,0.1335,0.274,0.5925,34,69,151
7,3,0.168,0.358,0.474,42,91,120
7,4,0.1855,0.417,0.3975,47,106,101
8,1,0,0.2895,0.7105,0,73,181
8,2,0,0.355,0.645,0,90,164
8,3,0,0.431,0.569,0,109,145
8,4,0,0.51,0.49,0,130,124
9,1,0,0.466,0.534,0,118,136
9,2,0,0.551,0.449,0,140,114
9,3,0,0.614,0.386,0,156,98
9,4,0,0.655,0.345,0,167,87
10,1,0,0.477,0.523,0,121,133
10,2,0,0.562,0.438,0,143,111
10,3,0,0.63,0.37,0,160,94
10,4,0,0.6695,0.3305,0,170,84
