y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0.0125,0,0.9875,3,0,251
1,3,0.696,0,0.304,177,0,77
1,4,0.9945,0,0.0055,253,0,1
2,1,0,0,1,0,0,255
2,2,0.0045,0,0.9955,1,0,253
2,3,0.7515,0,0.2485,191,0,63
2,4,0.9995,0,0.0005,254,0,0
3,1,0,0,1,0,0,255
3,2,0.006,0,0.994,1,0,253
3,3,0.884,0,0.116,225,0,29
3,4,0.9995,0,0.0005,254,0,0
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0.057,0,0.943,14,0,240
4,4,0.911,0,0.089,232,0,22
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0,0,1,0,0,255
5,4,0.1745,0,0.8255,44,0,210
6,1,0,0.0075,0.9925,0,1,253
6,2,0,0.022,0.978,0,5,249
6,3,0,0.0705,0.9295,0,17,237
6,4,0.0005,0.2015,0.798,0,51,203
7,1,0,0,1,0,0,255
7,2,0,0.149,0.851,0,37,217
7,3,0,0.975,0.025,0,248,6
7,4,0,0.9995,0.0005,0,254,0
8,1,0,0,1,0,0,255
8,2,0,0,1,0,0,255
8,3,0,0.279,0.721,0,71,183
8,4,0,0.9775,0.0225,0,249,5
9,1,0,0,1,0,0,255
9,2,0,0.0915,0.9085,0,23,231
9,3,0,0.879,0.121,0,224,30
9,4,0,0.985,0.015,0,251,3
10,1,0,0,1,0,0,255
10,2,0,0,1,0,0,255
10,3,0,0.2175,0.7825,0,55,199
10,4,0,0.7965,0.2035,0,203,51
