y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0.0595,0,0.9405,15,0,239
1,3,0.609,0,0.391,155,0,99
1,4,0.9645,0,0.0355,245,0,9
2,1,0,0,1,0,0,255
2,2,0,0,1,0,0,255
2,3,0.17,0,0.83,43,0,211
2,4,0.8495,0,0.1505,216,0,38
3,1,0,0,1,0,0,255
3,2,0,0,1,0,0,255
3,3,0.2455,0,0.7545,62,0,192
3,4,0.997,0,0.003,254,0,0
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0.0025,0,0.9975,0,0,254
4,4,0.643,0,0.357,163,0,91
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0,0,1,0,0,255
5,4,0.186,0,0.814,47,0,207
6,1,0,0.022,0.978,0,5,249
6,2,0,0.0515,0.9485,0,13,241
6,3,0,0.1345,0.8655,0,34,220
6,4,0.001,0.292,0.707,0,74,180
7,1,0,0.111,0.889,0,28,226
7,2,0,0.906,0.094,0,231,23
7,3,0,1,0,0,255,0
7,4,0,1,0,0,255,0
8,1,0,0,1,0,0,255
8,2,0,0.001,0.999,0,0,254
8,3,0,0.8545,0.1455,0,217,37
8,4,0,1,0,0,255,0
9,1,0,0,1,0,0,255
9,2,0,0.227,0.773,0,57,197
9,3,0,0.9475,0.0525,0,241,13
9,4,0,0.995,0.005,0,253,1
10,1,0,0,1,0,0,255
10,2,0,0.0005,0.9995,0,0,254
10,3,0,0.2625,0.7375,0,66,188
10,4,0,0.834,0.166,0,212,42
