y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0,0,1,0,0,255
1,3,0.0005,0,0.9995,0,0,254
1,4,0.001,0,0.999,0,0,254
2,1,0,0,1,0,0,255
2,2,0,0,1,0,0,255
2,3,0,0,1,0,0,255
2,4,0,0,1,0,0,255
3,1,0,0,1,0,0,255
3,2,0,0,1,0,0,255
3,3,0,0,1,0,0,255
3,4,0,0,1,0,0,255
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0,0,1,0,0,255
4,4,0,0,1,0,0,255
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0,0,1,0,0,255
5,4,0,0,1,0,0,255
6,1,0,0.2195,0.7805,0,55,199
6,2,0,0.3025,0.6975,0,77,177
6,3,0,0.449,0.551,0,114,140
6,4,0,0.5875,0.4125,0,149,105
7,1,0,0.7615,0.2385,0,194,60
7,2,0,0.9,0.1,0,229,25
7,3,0,0.9865,0.0135,0,251,3
7,4,0,0.9995,0.0005,0,254,0
8,1,0,0.2085,0.7915,0,53,201
8,2,0,0.3925,0.6075,0,100,154
8,3,0,0.6825,0.3175,0,174,80
8,4,0,0.9185,0.0815,0,234,20
9,1,0,0.04,0.96,0,10,244
9,2,0,0.214,0.786,0,54,200
9,3,0,0.706,0.294,0,180,74
9,4,0,0.9375,0.0625,0,239,15
10,1,0,0,1,0,0,255
10,2,0,0,1,0,0,255
10,3,0,0.0425,0.9575,0,10,244
10,4,0,0.387,0.613,0,98,156
