y,fzone,punt,kick,gofor,red,green,blue
1,1,0.001,0,0.999,0,0,254
1,2,0.007,0,0.993,1,0,253
1,3,0.021,0,0.979,5,0,249
1,4,0.0475,0,0.9525,12,0,242
2,1,0.006,0,0.994,1,0,253
2,2,0.0115,0,0.9885,2,0,252
2,3,0.0365,0,0.9635,9,0,245
2,4,0.076,0,0.924,19,0,235
3,1,0.011,0,0.989,2,0,252
3,2,0.031,0,0.969,7,0,247
3,3,0.0705,0,0.9295,17,0,237
3,4,0.136,0,0.864,34,0,220
4,1,0.002,0,0.998,0,0,254
4,2,0.007,0,0.993,1,0,253
4,3,0.025,0,0.975,6,0,248
4,4,0.06,0,0.94,15,0,239
5,1,0.0015,0,0.9985,0,0,254
5,2,0.002,0,0.998,0,0,254
5,3,0.014,0,0.986,3,0,251
5,4,0.0355,0,0.9645,9,0,245
6,1,0,0.769,0.231,0,196,58
6,2,0.0005,0.804,0.1955,0,205,49
6,3,0.0005,0.838,0.1615,0,213,41
6,4,0.0025,0.862,0.1355,0,219,34
7,1,0,1,0,0,255,0
7,2,0,1,0,0,255,0
7,3,0,1,0,0,255,0
7,4,0,1,0,0,255,0
8,1,0,0.9905,0.0095,0,252,2
8,2,0,0.999,0.001,0,254,0
8,3,0,1,0,0,255,0
8,4,0,1,0,0,255,0
9,1,0,0.761,0.239,0,194,60
9,2,0,0.951,0.049,0,242,12
9,3,0,0.996,0.004,0,253,1
9,4,0,1,0,0,255,0
10,1,0,0.005,0.995,0,1,253
10,2,0,0.044,0.956,0,11,243
10,3,0,0.367,0.633,0,93,161
10,4,0,0.776,0.224,0,197,57
