y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0,0,1,0,0,255
1,3,0.2875,0,0.7125,73,0,181
1,4,0.963,0,0.037,245,0,9
2,1,0,0,1,0,0,255
2,2,0,0,1,0,0,255
2,3,0.453,0,0.547,115,0,139
2,4,0.9925,0,0.0075,253,0,1
3,1,0,0,1,0,0,255
3,2,0.018,0,0.982,4,0,250
3,3,0.885,0,0.115,225,0,29
3,4,0.999,0,0.001,254,0,0
4,1,0,0,1,0,0,255
4,2,0.0115,0,0.9885,2,0,252
4,3,0.867,0,0.133,221,0,33
4,4,0.9995,0,0.0005,254,0,0
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0.4185,0,0.5815,106,0,148
5,4,0.995,0,0.005,253,0,1
6,1,0,0.007,0.993,0,1,253
6,2,0,0.02,0.98,0,5,249
6,3,0.0195,0.067,0.9135,4,17,232
6,4,0.735,0.128,0.137,187,32,34
7,1,0,0.227,0.773,0,57,197
7,2,0,0.9755,0.0245,0,248,6
7,3,0,1,0,0,255,0
7,4,0,1,0,0,255,0
8,1,0,0.41,0.59,0,104,150
8,2,0,0.9975,0.0025,0,254,0
8,3,0,1,0,0,255,0
8,4,0,1,0,0,255,0
9,1,0,0.984,0.016,0,250,4
9,2,0,1,0,0,255,0
9,3,0,1,0,0,255,0
9,4,0,1,0,0,255,0
10,1,0,0.728,0.272,0,185,69
10,2,0,0.9995,0.0005,0,254,0
10,3,0,1,0,0,255,0
10,4,0,1,0,0,255,0
