y,fzone,punt,kick,gofor,red,green,blue
1,1,1,0,0,255,0,0
1,2,1,0,0,255,0,0
1,3,1,0,0,255,0,0
1,4,1,0,0,255,0,0
2,1,1,0,0,255,0,0
2,2,1,0,0,255,0,0
2,3,1,0,0,255,0,0
2,4,1,0,0,255,0,0
3,1,1,0,0,255,0,0
3,2,1,0,0,255,0,0
3,3,1,0,0,255,0,0
3,4,1,0,0,255,0,0
4,1,1,0,0,255,0,0
4,2,1,0,0,255,0,0
4,3,1,0,0,255,0,0
4,4,1,0,0,255,0,0
5,1,1,0,0,255,0,0
5,2,1,0,0,255,0,0
5,3,1,0,0,255,0,0
5,4,1,0,0,255,0,0
6,1,0.975,0.004,0.021,248,1,5
6,2,0.996,0.004,0,253,1,0
6,3,0.996,0.004,0,253,1,0
6,4,0.996,0.004,0,253,1,0
7,1,0.0105,0.053,0.9365,2,13,238
7,2,0.2155,0.676,0.1085,54,172,27
7,3,0.2475,0.7525,0,63,191,0
7,4,0.2475,0.7525,0,63,191,0
8,1,0,0,1,0,0,255
8,2,0,0.216,0.784,0,55,199
8,3,0,0.989,0.011,0,252,2
8,4,0,0.9995,0.0005,0,254,0
9,1,0,0.0255,0.9745,0,6,248
9,2,0,0.695,0.305,0,177,77
9,3,0,0.983,0.017,0,250,4
9,4,0,0.997,0.003,0,254,0
10,1,0,0.0005,0.9995,0,0,254
10,2,0,0.064,0.936,0,16,238
10,3,0,0.4835,0.5165,0,123,131
10,4,0,0.8095,0.1905,0,206,48
