y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0,0,1,0,0,255
1,3,0.0005,0,0.9995,0,0,254
1,4,0.0205,0,0.9795,5,0,249
2,1,0,0,1,0,0,255
2,2,0,0,1,0,0,255
2,3,0.0005,0,0.9995,0,0,254
2,4,0.0635,0,0.9365,16,0,238
3,1,0,0,1,0,0,255
3,2,0,0,1,0,0,255
3,3,0,0,1,0,0,255
3,4,0.044,0,0.956,11,0,243
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0,0,1,0,0,255
4,4,0,0,1,0,0,255
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0,0,1,0,0,255
5,4,0,0,1,0,0,255
6,1,0,0.056,0.944,0,14,240
6,2,0,0.1065,0.8935,0,27,227
6,3,0,0.219,0.781,0,55,199
6,4,0,0.38,0.62,0,96,158
7,1,0,0.2975,0.7025,0,75,179
7,2,0,0.565,0.435,0,144,110
7,3,0,0.8625,0.1375,0,219,35
7,4,0,0.981,0.019,0,250,4
8,1,0,0.007,0.993,0,1,253
8,2,0,0.0475,0.9525,0,12,242
8,3,0,0.2785,0.7215,0,71,183
8,4,0,0.7055,0.2945,0,179,75
9,1,0,0.0005,0.9995,0,0,254
9,2,0,0.03,0.97,0,7,247
9,3,0,0.449,0.551,0,114,140
9,4,0,0.863,0.137,0,220,34
10,1,0,0,1,0,0,255
10,2,0,0,1,0,0,255
10,3,0,0.0145,0.9855,0,3,251
10,4,0,0.2525,0.7475,0,64,190
