y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0,0,1,0,0,255
1,3,0.2355,0,0.7645,60,0,194
1,4,0.916,0,0.084,233,0,21
2,1,0,0,1,0,0,255
2,2,0.0005,0,0.9995,0,0,254
2,3,0.4675,0,0.5325,119,0,135
2,4,0.977,0,0.023,249,0,5
3,1,0,0,1,0,0,255
3,2,0.0705,0,0.9295,17,0,237
3,3,0.8925,0,0.1075,227,0,27
3,4,0.9975,0,0.0025,254,0,0
4,1,0,0,1,0,0,255
4,2,0.1475,0,0.8525,37,0,217
4,3,0.9545,0,0.0455,243,0,11
4,4,0.9995,0,0.0005,254,0,0
5,1,0,0,1,0,0,255
5,2,0.028,0,0.972,7,0,247
5,3,0.898,0,0.102,228,0,26
5,4,0.999,0,0.001,254,0,0
6,1,0,0.0065,0.9935,0,1,253
6,2,0,0.016,0.984,0,4,250
6,3,0.469,0.044,0.487,119,11,124
6,4,0.94,0.054,0.006,239,13,1
7,1,0,0.016,0.984,0,4,250
7,2,0,0.5525,0.4475,0,140,114
7,3,0,0.9955,0.0045,0,253,1
7,4,0,1,0,0,255,0
8,1,0,0.001,0.999,0,0,254
8,2,0,0.2835,0.7165,0,72,182
8,3,0,0.9895,0.0105,0,252,2
8,4,0,1,0,0,255,0
9,1,0,0.167,0.833,0,42,212
9,2,0,0.902,0.098,0,230,24
9,3,0,0.996,0.004,0,253,1
9,4,0,0.9995,0.0005,0,254,0
10,1,0,0.0005,0.9995,0,0,254
10,2,0,0.2205,0.7795,0,56,198
10,3,0,0.871,0.129,0,222,32
10,4,0,0.979,0.021,0,249,5
