y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0.015,0,0.985,3,0,251
1,3,0.8645,0,0.1355,220,0,34
1,4,1,0,0,255,0,0
2,1,0,0,1,0,0,255
2,2,0.0205,0,0.9795,5,0,249
2,3,0.9445,0,0.0555,240,0,14
2,4,1,0,0,255,0,0
3,1,0,0,1,0,0,255
3,2,0.09,0,0.91,22,0,232
3,3,0.9925,0,0.0075,253,0,1
3,4,1,0,0,255,0,0
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0.7475,0,0.2525,190,0,64
4,4,0.9985,0,0.0015,254,0,0
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0.0135,0,0.9865,3,0,251
5,4,0.852,0,0.148,217,0,37
6,1,0,0.008,0.992,0,2,252
6,2,0,0.0215,0.9785,0,5,249
6,3,0,0.064,0.936,0,16,238
6,4,0.092,0.1825,0.7255,23,46,185
7,1,0,0.0085,0.9915,0,2,252
7,2,0,0.473,0.527,0,120,134
7,3,0,0.9935,0.0065,0,253,1
7,4,0,1,0,0,255,0
8,1,0,0,1,0,0,255
8,2,0,0.031,0.969,0,7,247
8,3,0,0.939,0.061,0,239,15
8,4,0,0.9995,0.0005,0,254,0
9,1,0,0.0195,0.9805,0,4,250
9,2,0,0.723,0.277,0,184,70
9,3,0,0.987,0.013,0,251,3
9,4,0,0.9995,0.0005,0,254,0
10,1,0,0,1,0,0,255
10,2,0,0.0465,0.9535,0,11,243
10,3,0,0.7645,0.2355,0,194,60
10,4,0,0.971,0.029,0,247,7
