y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0.0035,0,0.9965,0,0,254
1,3,0.2055,0,0.7945,52,0,202
1,4,0.8565,0,0.1435,218,0,36
2,1,0,0,1,0,0,255
2,2,0.001,0,0.999,0,0,254
2,3,0.4175,0,0.5825,106,0,148
2,4,0.98,0,0.02,249,0,5
3,1,0,0,1,0,0,255
3,2,0,0,1,0,0,255
3,3,0.418,0,0.582,106,0,148
3,4,0.9925,0,0.0075,253,0,1
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0.0005,0,0.9995,0,0,254
4,4,0.4185,0,0.5815,106,0,148
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0,0,1,0,0,255
5,4,0.029,0,0.971,7,0,247
6,1,0,0.0115,0.9885,0,2,252
6,2,0,0.028,0.972,0,7,247
6,3,0,0.089,0.911,0,22,232
6,4,0,0.2245,0.7755,0,57,197
7,1,0,0.0095,0.9905,0,2,252
7,2,0,0.202,0.798,0,51,203
7,3,0,0.8885,0.1115,0,226,28
7,4,0,0.9975,0.0025,0,254,0
8,1,0,0,1,0,0,255
8,2,0,0,1,0,0,255
8,3,0,0.18,0.82,0,45,209
8,4,0,0.8755,0.1245,0,223,31
9,1,0,0,1,0,0,255
9,2,0,0.043,0.957,0,10,244
9,3,0,0.718,0.282,0,183,71
9,4,0,0.964,0.036,0,245,9
10,1,0,0,1,0,0,255
10,2,0,0,1,0,0,255
10,3,0,0.1205,0.8795,0,30,224
10,4,0,0.664,0.336,0,169,85
