y,fzone,punt,kick,gofor,red,green,blue
1,1,0,0,1,0,0,255
1,2,0.0725,0,0.9275,18,0,236
1,3,0.9755,0,0.0245,248,0,6
1,4,1,0,0,255,0,0
2,1,0,0,1,0,0,255
2,2,0.251,0,0.749,64,0,190
2,3,0.9985,0,0.0015,254,0,0
2,4,1,0,0,255,0,0
3,1,0.003,0,0.997,0,0,254
3,2,0.566,0,0.434,144,0,110
3,3,1,0,0,255,0,0
3,4,1,0,0,255,0,0
4,1,0,0,1,0,0,255
4,2,0.001,0,0.999,0,0,254
4,3,0.915,0,0.085,233,0,21
4,4,1,0,0,255,0,0
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0.0125,0,0.9875,3,0,251
5,4,0.8065,0,0.1935,205,0,49
6,1,0,0.005,0.995,0,1,253
6,2,0,0.01,0.99,0,2,252
6,3,0,0.047,0.953,0,11,243
6,4,0.034,0.1535,0.8125,8,39,207
7,1,0,0,1,0,0,255
7,2,0,0.138,0.862,0,35,219
7,3,0,0.988,0.012,0,251,3
7,4,0,1,0,0,255,0
8,1,0,0,1,0,0,255
8,2,0,0.003,0.997,0,0,254
8,3,0,0.914,0.086,0,233,21
8,4,0,1,0,0,255,0
9,1,0,0.014,0.986,0,3,251
9,2,0,0.7885,0.2115,0,201,53
9,3,0,0.9965,0.0035,0,254,0
9,4,0,1,0,0,255,0
10,1,0,0,1,0,0,255
10,2,0,0.121,0.879,0,30,224
10,3,0,0.909,0.091,0,231,23
10,4,0,0.989,0.011,0,252,2
