y,fzone,punt,kick,gofor,red,green,blue
1,1,1,0,0,255,0,0
1,2,1,0,0,255,0,0
1,3,1,0,0,255,0,0
1,4,1,0,0,255,0,0
2,1,0.9585,0,0.0415,244,0,10
2,2,0.996,0,0.004,253,0,1
2,3,0.9995,0,0.0005,254,0,0
2,4,1,0,0,255,0,0
3,1,0.3805,0,0.6195,97,0,157
3,2,0.7315,0,0.2685,186,0,68
3,3,0.9505,0,0.0495,242,0,12
3,4,0.995,0,0.005,253,0,1
4,1,0.008,0,0.992,2,0,252
4,2,0.0345,0,0.9655,8,0,246
4,3,0.114,0,0.886,29,0,225
4,4,0.2535,0,0.7465,64,0,190
5,1,0.003,0,0.997,0,0,254
5,2,0.0175,0,0.9825,4,0,250
5,3,0.065,0,0.935,16,0,238
5,4,0.1355,0,0.8645,34,0,220
6,1,0.131,0.003,0.866,33,0,220
6,2,0.278,0.005,0.717,70,1,182
6,3,0.433,0.0155,0.5515,110,3,140
6,4,0.5825,0.0405,0.377,148,10,96
7,1,0.026,0.0095,0.9645,6,2,245
7,2,0.0925,0.2485,0.659,23,63,168
7,3,0.157,0.713,0.13,40,181,33
7,4,0.1665,0.8215,0.012,42,209,3
8,1,0,0.003,0.997,0,0,254
8,2,0,0.0535,0.9465,0,13,241
8,3,0,0.3465,0.6535,0,88,166
8,4,0,0.701,0.299,0,178,76
9,1,0,0.1225,0.8775,0,31,223
9,2,0,0.428,0.572,0,109,145
9,3,0,0.708,0.292,0,180,74
9,4,0,0.8305,0.1695,0,211,43
10,1,0,0.3675,0.6325,0,93,161
10,2,0,0.609,0.391,0,155,99
10,3,0,0.7595,0.2405,0,193,61
10,4,0,0.835,0.165,0,212,42
