y,fzone,punt,kick,gofor,red,green,blue
1,1,0.0005,0,0.9995,0,0,254
1,2,0.242,0,0.758,61,0,193
1,3,0.9945,0,0.0055,253,0,1
1,4,1,0,0,255,0,0
2,1,0.001,0,0.999,0,0,254
2,2,0.446,0,0.554,113,0,141
2,3,1,0,0,255,0,0
2,4,1,0,0,255,0,0
3,1,0,0,1,0,0,255
3,2,0.355,0,0.645,90,0,164
3,3,0.9995,0,0.0005,254,0,0
3,4,1,0,0,255,0,0
4,1,0,0,1,0,0,255
4,2,0,0,1,0,0,255
4,3,0.216,0,0.784,55,0,199
4,4,0.9915,0,0.0085,252,0,2
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0,0,1,0,0,255
5,4,0.0985,0,0.9015,25,0,229
6,1,0,0.0005,0.9995,0,0,254
6,2,0,0.0055,0.9945,0,1,253
6,3,0,0.0185,0.9815,0,4,250
6,4,0,0.0775,0.9225,0,19,235
7,1,0,0,1,0,0,255
7,2,0,0,1,0,0,255
7,3,0,0.262,0.738,0,66,188
7,4,0,0.989,0.011,0,252,2
8,1,0,0,1,0,0,255
8,2,0,0,1,0,0,255
8,3,0,0.0295,0.9705,0,7,247
8,4,0,0.924,0.076,0,235,19
9,1,0,0,1,0,0,255
9,2,0,0.1525,0.8475,0,38,216
9,3,0,0.937,0.063,0,238,16
9,4,0,0.9945,0.0055,0,253,1
10,1,0,0,1,0,0,255
10,2,0,0.0015,0.9985,0,0,254
10,3,0,0.5905,0.4095,0,150,104
10,4,0,0.9485,0.0515,0,241,13
