y,fzone,punt,kick,gofor
1,1,0.2625,0,0.7375
1,2,0.9685,0,0.0315
1,3,1,0,0
1,4,1,0,0
2,1,0.1245,0,0.8755
2,2,0.9475,0,0.0525
2,3,1,0,0
2,4,1,0,0
3,1,0.3015,0,0.6985
3,2,0.992,0,0.008
3,3,1,0,0
3,4,1,0,0
4,1,0.051,0,0.949
4,2,0.911,0,0.089
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.241,0,0.759
5,3,0.998,0,0.002
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.028,0.972
6,3,0.581,0.075,0.344
6,4,0.916,0.082,0.002
7,1,0,0.4965,0.5035
7,2,0,0.995,0.005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.345,0.655
8,2,0,0.9945,0.0055
8,3,0,1,0
8,4,0,1,0
9,1,0,0.93,0.07
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.1385,0.8615
10,2,0,0.9735,0.0265
10,3,0,0.9995,0.0005
10,4,0,1,0
