y,fzone,punt,kick,gofor
1,1,0.0195,0,0.9805
1,2,0.6715,0,0.3285
1,3,0.9995,0,0.0005
1,4,1,0,0
2,1,0.005,0,0.995
2,2,0.553,0,0.447
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.026,0,0.974
3,2,0.823,0,0.177
3,3,1,0,0
3,4,1,0,0
4,1,0.0005,0,0.9995
4,2,0.346,0,0.654
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0.001,0,0.999
5,3,0.84,0,0.16
5,4,0.9995,0,0.0005
6,1,0,0.008,0.992
6,2,0,0.024,0.976
6,3,0.05,0.082,0.868
6,4,0.808,0.1285,0.0635
7,1,0,0.1945,0.8055
7,2,0,0.964,0.036
7,3,0,1,0
7,4,0,1,0
8,1,0,0.024,0.976
8,2,0,0.8745,0.1255
8,3,0,1,0
8,4,0,1,0
9,1,0,0.5435,0.4565
9,2,0,0.9985,0.0015
9,3,0,1,0
9,4,0,1,0
10,1,0,0.004,0.996
10,2,0,0.649,0.351
10,3,0,0.9925,0.0075
10,4,0,1,0
