y,fzone,punt,kick,gofor
1,1,1,0,0
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,1,0,0
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.998,0,0.002
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.416,0,0.584
4,2,0.792,0,0.208
4,3,0.9735,0,0.0265
4,4,0.996,0,0.004
5,1,0.1955,0,0.8045
5,2,0.5115,0,0.4885
5,3,0.8255,0,0.1745
5,4,0.9465,0,0.0535
6,1,0.4425,0.006,0.5515
6,2,0.7675,0.009,0.2235
6,3,0.9285,0.0115,0.06
6,4,0.971,0.015,0.014
7,1,0.0095,0.6625,0.328
7,2,0.0155,0.98,0.0045
7,3,0.0155,0.9845,0
7,4,0.0155,0.9845,0
8,1,0,0.7695,0.2305
8,2,0,0.994,0.006
8,3,0,1,0
8,4,0,1,0
9,1,0,0.971,0.029
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.9085,0.0915
10,2,0,0.975,0.025
10,3,0,0.992,0.008
10,4,0,0.9975,0.0025
