y,fzone,punt,kick,gofor
1,1,0.3205,0,0.6795
1,2,0.9935,0,0.0065
1,3,1,0,0
1,4,1,0,0
2,1,0.029,0,0.971
2,2,0.861,0,0.139
2,3,1,0,0
2,4,1,0,0
3,1,0.333,0,0.667
3,2,0.9985,0,0.0015
3,3,1,0,0
3,4,1,0,0
4,1,0.6355,0,0.3645
4,2,0.999,0,0.001
4,3,1,0,0
4,4,1,0,0
5,1,0.552,0,0.448
5,2,1,0,0
5,3,1,0,0
5,4,1,0,0
6,1,0.047,0.0075,0.9455
6,2,0.9165,0.017,0.0665
6,3,0.9825,0.0175,0
6,4,0.9825,0.0175,0
7,1,0,0.5905,0.4095
7,2,0,0.9995,0.0005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.877,0.123
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9985,0.0015
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.965,0.035
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
