y,fzone,punt,kick,gofor
1,1,0.001,0,0.999
1,2,0.4195,0,0.5805
1,3,0.9975,0,0.0025
1,4,1,0,0
2,1,0.001,0,0.999
2,2,0.3945,0,0.6055
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.006,0,0.994
3,2,0.6695,0,0.3305
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.045,0,0.955
4,3,0.9855,0,0.0145
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.219,0,0.781
5,4,0.988,0,0.012
6,1,0,0.0095,0.9905
6,2,0,0.026,0.974
6,3,0,0.0885,0.9115
6,4,0.2835,0.21,0.5065
7,1,0,0.096,0.904
7,2,0,0.9205,0.0795
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.386,0.614
8,3,0,0.999,0.001
8,4,0,1,0
9,1,0,0.1,0.9
9,2,0,0.9575,0.0425
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.1385,0.8615
10,3,0,0.922,0.078
10,4,0,0.9935,0.0065
