y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.245,0,0.755
1,3,0.9955,0,0.0045
1,4,1,0,0
2,1,0.001,0,0.999
2,2,0.3965,0,0.6035
2,3,1,0,0
2,4,1,0,0
3,1,0.023,0,0.977
3,2,0.872,0,0.128
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.3295,0,0.6705
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.7325,0,0.2675
5,4,0.9995,0,0.0005
6,1,0,0.0065,0.9935
6,2,0,0.0155,0.9845
6,3,0.009,0.0585,0.9325
6,4,0.693,0.1235,0.1835
7,1,0,0.0095,0.9905
7,2,0,0.6685,0.3315
7,3,0,0.9995,0.0005
7,4,0,1,0
8,1,0,0,1
8,2,0,0.218,0.782
8,3,0,0.998,0.002
8,4,0,1,0
9,1,0,0.141,0.859
9,2,0,0.9805,0.0195
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.3495,0.6505
10,3,0,0.976,0.024
10,4,0,0.9985,0.0015
