y,fzone,punt,kick,gofor
1,1,0.045,0,0.955
1,2,0.8145,0,0.1855
1,3,1,0,0
1,4,1,0,0
2,1,0.0245,0,0.9755
2,2,0.803,0,0.197
2,3,1,0,0
2,4,1,0,0
3,1,0.104,0,0.896
3,2,0.958,0,0.042
3,3,1,0,0
3,4,1,0,0
4,1,0.0025,0,0.9975
4,2,0.57,0,0.43
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0.0015,0,0.9985
5,3,0.8785,0,0.1215
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.027,0.973
6,3,0.0315,0.0905,0.878
6,4,0.7715,0.151,0.0775
7,1,0,0.2605,0.7395
7,2,0,0.9805,0.0195
7,3,0,1,0
7,4,0,1,0
8,1,0,0.028,0.972
8,2,0,0.8965,0.1035
8,3,0,1,0
8,4,0,1,0
9,1,0,0.52,0.48
9,2,0,0.999,0.001
9,3,0,1,0
9,4,0,1,0
10,1,0,0.002,0.998
10,2,0,0.6195,0.3805
10,3,0,0.9905,0.0095
10,4,0,1,0
