y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.1055,0,0.8945
1,3,0.9835,0,0.0165
1,4,1,0,0
2,1,0.0005,0,0.9995
2,2,0.353,0,0.647
2,3,1,0,0
2,4,1,0,0
3,1,0.009,0,0.991
3,2,0.782,0,0.218
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.0465,0,0.9535
4,3,0.994,0,0.006
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.1675,0,0.8325
5,4,0.981,0,0.019
6,1,0,0.006,0.994
6,2,0,0.0125,0.9875
6,3,0,0.051,0.949
6,4,0.196,0.156,0.648
7,1,0,0,1
7,2,0,0.3815,0.6185
7,3,0,0.998,0.002
7,4,0,1,0
8,1,0,0,1
8,2,0,0.028,0.972
8,3,0,0.9885,0.0115
8,4,0,1,0
9,1,0,0.0425,0.9575
9,2,0,0.9175,0.0825
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.2165,0.7835
10,3,0,0.955,0.045
10,4,0,0.9965,0.0035
