y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.113,0,0.887
1,3,0.944,0,0.056
1,4,0.996,0,0.004
2,1,0.0005,0,0.9995
2,2,0.091,0,0.909
2,3,0.9685,0,0.0315
2,4,0.9985,0,0.0015
3,1,0,0,1
3,2,0.191,0,0.809
3,3,0.9865,0,0.0135
3,4,1,0,0
4,1,0,0,1
4,2,0.0025,0,0.9975
4,3,0.613,0,0.387
4,4,0.9965,0,0.0035
5,1,0,0,1
5,2,0,0,1
5,3,0.009,0,0.991
5,4,0.6965,0,0.3035
6,1,0,0.0075,0.9925
6,2,0,0.025,0.975
6,3,0,0.0805,0.9195
6,4,0.033,0.209,0.758
7,1,0,0.0095,0.9905
7,2,0,0.557,0.443
7,3,0,0.983,0.017
7,4,0,0.9995,0.0005
8,1,0,0,1
8,2,0,0.004,0.996
8,3,0,0.8535,0.1465
8,4,0,0.99,0.01
9,1,0,0.001,0.999
9,2,0,0.4595,0.5405
9,3,0,0.9705,0.0295
9,4,0,0.9965,0.0035
10,1,0,0,1
10,2,0,0.001,0.999
10,3,0,0.5155,0.4845
10,4,0,0.923,0.077
