y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0005,0,0.9995
1,3,0.003,0,0.997
1,4,0.0245,0,0.9755
2,1,0,0,1
2,2,0,0,1
2,3,0,0,1
2,4,0.005,0,0.995
3,1,0,0,1
3,2,0,0,1
3,3,0,0,1
3,4,0.0005,0,0.9995
4,1,0,0,1
4,2,0,0,1
4,3,0,0,1
4,4,0,0,1
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0,0,1
6,1,0,0.0585,0.9415
6,2,0,0.1065,0.8935
6,3,0,0.208,0.792
6,4,0,0.365,0.635
7,1,0,0.245,0.755
7,2,0,0.454,0.546
7,3,0,0.7605,0.2395
7,4,0,0.9715,0.0285
8,1,0,0.0085,0.9915
8,2,0,0.041,0.959
8,3,0,0.18,0.82
8,4,0,0.552,0.448
9,1,0,0.0005,0.9995
9,2,0,0.018,0.982
9,3,0,0.2995,0.7005
9,4,0,0.7685,0.2315
10,1,0,0,1
10,2,0,0,1
10,3,0,0.004,0.996
10,4,0,0.153,0.847
