y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.013,0,0.987
1,3,0.7075,0,0.2925
1,4,0.995,0,0.005
2,1,0,0,1
2,2,0.004,0,0.996
2,3,0.7575,0,0.2425
2,4,0.9995,0,0.0005
3,1,0,0,1
3,2,0.006,0,0.994
3,3,0.888,0,0.112
3,4,0.9995,0,0.0005
4,1,0,0,1
4,2,0,0,1
4,3,0.0665,0,0.9335
4,4,0.9185,0,0.0815
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.1825,0,0.8175
6,1,0,0.0075,0.9925
6,2,0,0.022,0.978
6,3,0,0.069,0.931
6,4,0.001,0.2,0.799
7,1,0,0,1
7,2,0,0.142,0.858
7,3,0,0.974,0.026
7,4,0,1,0
8,1,0,0,1
8,2,0,0,1
8,3,0,0.287,0.713
8,4,0,0.98,0.02
9,1,0,0,1
9,2,0,0.0945,0.9055
9,3,0,0.882,0.118
9,4,0,0.9845,0.0155
10,1,0,0,1
10,2,0,0,1
10,3,0,0.23,0.77
10,4,0,0.803,0.197
