y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.001,0,0.999
1,3,0.319,0,0.681
1,4,0.972,0,0.028
2,1,0,0,1
2,2,0.004,0,0.996
2,3,0.785,0,0.215
2,4,1,0,0
3,1,0,0,1
3,2,0.0215,0,0.9785
3,3,0.9485,0,0.0515
3,4,0.9995,0,0.0005
4,1,0,0,1
4,2,0,0,1
4,3,0.236,0,0.764
4,4,0.9845,0,0.0155
5,1,0,0,1
5,2,0,0,1
5,3,0.002,0,0.998
5,4,0.469,0,0.531
6,1,0,0.022,0.978
6,2,0,0.05,0.95
6,3,0,0.1305,0.8695
6,4,0.007,0.2935,0.6995
7,1,0,0.3575,0.6425
7,2,0,0.973,0.027
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.1495,0.8505
8,3,0,0.994,0.006
8,4,0,1,0
9,1,0,0.002,0.998
9,2,0,0.614,0.386
9,3,0,0.9905,0.0095
9,4,0,0.9995,0.0005
10,1,0,0,1
10,2,0,0.0005,0.9995
10,3,0,0.4205,0.5795
10,4,0,0.901,0.099
