y,fzone,punt,kick,gofor
1,1,0.01,0,0.99
1,2,0.6025,0,0.3975
1,3,0.999,0,0.001
1,4,1,0,0
2,1,0.003,0,0.997
2,2,0.477,0,0.523
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0155,0,0.9845
3,2,0.746,0,0.254
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.1935,0,0.8065
4,3,0.9955,0,0.0045
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.6235,0,0.3765
5,4,0.998,0,0.002
6,1,0,0.0085,0.9915
6,2,0,0.0245,0.9755
6,3,0.007,0.084,0.909
6,4,0.6505,0.1605,0.189
7,1,0,0.168,0.832
7,2,0,0.9545,0.0455
7,3,0,1,0
7,4,0,1,0
8,1,0,0.009,0.991
8,2,0,0.7575,0.2425
8,3,0,1,0
8,4,0,1,0
9,1,0,0.369,0.631
9,2,0,0.997,0.003
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.441,0.559
10,3,0,0.9805,0.0195
10,4,0,0.9995,0.0005
