y,fzone,punt,kick,gofor
1,1,0.0195,0,0.9805
1,2,0.695,0,0.305
1,3,0.9995,0,0.0005
1,4,1,0,0
2,1,0.0145,0,0.9855
2,2,0.651,0,0.349
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.094,0,0.906
3,2,0.906,0,0.094
3,3,0.9995,0,0.0005
3,4,1,0,0
4,1,0.028,0,0.972
4,2,0.777,0,0.223
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0.2405,0,0.7595
5,3,0.992,0,0.008
5,4,1,0,0
6,1,0,0.006,0.994
6,2,0.001,0.01,0.989
6,3,0.636,0.025,0.339
6,4,0.97,0.027,0.003
7,1,0,0,1
7,2,0,0.057,0.943
7,3,0,0.856,0.144
7,4,0,0.9975,0.0025
8,1,0,0,1
8,2,0,0.003,0.997
8,3,0,0.438,0.562
8,4,0,0.9795,0.0205
9,1,0,0.0025,0.9975
9,2,0,0.328,0.672
9,3,0,0.9055,0.0945
9,4,0,0.981,0.019
10,1,0,0,1
10,2,0,0.007,0.993
10,3,0,0.3815,0.6185
10,4,0,0.811,0.189
