y,fzone,punt,kick,gofor
1,1,0.9445,0,0.0555
1,2,0.9995,0,0.0005
1,3,1,0,0
1,4,1,0,0
2,1,0.8885,0,0.1115
2,2,0.9995,0,0.0005
2,3,1,0,0
2,4,1,0,0
3,1,0.977,0,0.023
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.849,0,0.151
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.285,0,0.715
5,2,0.9885,0,0.0115
5,3,0.998,0,0.002
5,4,1,0,0
6,1,0.004,0.014,0.982
6,2,0.445,0.031,0.524
6,3,0.96,0.0365,0.0035
6,4,0.9615,0.0365,0.002
7,1,0,0.909,0.091
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.9535,0.0465
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9995,0.0005
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.9535,0.0465
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
