y,fzone,punt,kick,gofor
1,1,0.991,0,0.009
1,2,0.9985,0,0.0015
1,3,1,0,0
1,4,1,0,0
2,1,1,0,0
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.999,0,0.001
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.389,0,0.611
4,3,0.9985,0,0.0015
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.0255,0,0.9745
6,1,0,0.083,0.917
6,2,0,0.16,0.84
6,3,0,0.321,0.679
6,4,0,0.491,0.509
7,1,0,0.9225,0.0775
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.209,0.791
8,3,0,0.998,0.002
8,4,0,1,0
9,1,0,0.003,0.997
9,2,0,0.732,0.268
9,3,0,0.996,0.004
9,4,0,1,0
10,1,0,0,1
10,2,0,0.027,0.973
10,3,0,0.826,0.174
10,4,0,0.983,0.017
