y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0005,0,0.9995
1,3,0.0025,0,0.9975
1,4,0.033,0,0.967
2,1,0,0,1
2,2,0,0,1
2,3,0,0,1
2,4,0.0265,0,0.9735
3,1,0,0,1
3,2,0,0,1
3,3,0,0,1
3,4,0.017,0,0.983
4,1,0,0,1
4,2,0,0,1
4,3,0,0,1
4,4,0,0,1
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0,0,1
6,1,0,0.394,0.606
6,2,0,0.4925,0.5075
6,3,0,0.6135,0.3865
6,4,0,0.725,0.275
7,1,0,0.9845,0.0155
7,2,0,0.998,0.002
7,3,0,1,0
7,4,0,1,0
8,1,0,0.7925,0.2075
8,2,0,0.9175,0.0825
8,3,0,0.9825,0.0175
8,4,0,0.999,0.001
9,1,0,0.4445,0.5555
9,2,0,0.8385,0.1615
9,3,0,0.9825,0.0175
9,4,0,0.9985,0.0015
10,1,0,0.0005,0.9995
10,2,0,0.015,0.985
10,3,0,0.4125,0.5875
10,4,0,0.8505,0.1495
