y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.075,0,0.925
1,3,0.9635,0,0.0365
1,4,1,0,0
2,1,0,0,1
2,2,0.073,0,0.927
2,3,0.9775,0,0.0225
2,4,1,0,0
3,1,0,0,1
3,2,0.2315,0,0.7685
3,3,0.9965,0,0.0035
3,4,1,0,0
4,1,0,0,1
4,2,0.0075,0,0.9925
4,3,0.9265,0,0.0735
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.134,0,0.866
5,4,0.971,0,0.029
6,1,0,0.007,0.993
6,2,0,0.0195,0.9805
6,3,0,0.062,0.938
6,4,0.274,0.1695,0.5565
7,1,0,0.0155,0.9845
7,2,0,0.7375,0.2625
7,3,0,0.9995,0.0005
7,4,0,1,0
8,1,0,0,1
8,2,0,0.2315,0.7685
8,3,0,0.998,0.002
8,4,0,1,0
9,1,0,0.1005,0.8995
9,2,0,0.961,0.039
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.205,0.795
10,3,0,0.951,0.049
10,4,0,0.996,0.004
