y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.374,0,0.626
1,3,0.9955,0,0.0045
1,4,1,0,0
2,1,0.0005,0,0.9995
2,2,0.3225,0,0.6775
2,3,0.998,0,0.002
2,4,1,0,0
3,1,0.0035,0,0.9965
3,2,0.584,0,0.416
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.028,0,0.972
4,3,0.9755,0,0.0245
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.194,0,0.806
5,4,0.984,0,0.016
6,1,0,0.0095,0.9905
6,2,0,0.026,0.974
6,3,0,0.088,0.912
6,4,0.2715,0.2105,0.518
7,1,0,0.0945,0.9055
7,2,0,0.917,0.083
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.373,0.627
8,3,0,0.9985,0.0015
8,4,0,1,0
9,1,0,0.0925,0.9075
9,2,0,0.9545,0.0455
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.131,0.869
10,3,0,0.919,0.081
10,4,0,0.992,0.008
