y,fzone,punt,kick,gofor
1,1,0.2105,0,0.7895
1,2,0.966,0,0.034
1,3,1,0,0
1,4,1,0,0
2,1,0.144,0,0.856
2,2,0.964,0,0.036
2,3,1,0,0
2,4,1,0,0
3,1,0.3665,0,0.6335
3,2,0.995,0,0.005
3,3,1,0,0
3,4,1,0,0
4,1,0.0525,0,0.9475
4,2,0.9295,0,0.0705
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.144,0,0.856
5,3,0.9955,0,0.0045
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.029,0.971
6,3,0.354,0.083,0.563
6,4,0.8965,0.1,0.0035
7,1,0,0.4425,0.5575
7,2,0,0.994,0.006
7,3,0,1,0
7,4,0,1,0
8,1,0,0.1875,0.8125
8,2,0,0.9875,0.0125
8,3,0,1,0
8,4,0,1,0
9,1,0,0.843,0.157
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.045,0.955
10,2,0,0.9105,0.0895
10,3,0,0.9995,0.0005
10,4,0,1,0
