y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0105,0,0.9895
1,3,0.7155,0,0.2845
1,4,0.994,0,0.006
2,1,0,0,1
2,2,0,0,1
2,3,0.571,0,0.429
2,4,0.9975,0,0.0025
3,1,0,0,1
3,2,0.0005,0,0.9995
3,3,0.7,0,0.3
3,4,0.9985,0,0.0015
4,1,0,0,1
4,2,0,0,1
4,3,0.014,0,0.986
4,4,0.8145,0,0.1855
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.1355,0,0.8645
6,1,0,0.005,0.995
6,2,0,0.0105,0.9895
6,3,0,0.037,0.963
6,4,0.001,0.131,0.868
7,1,0,0,1
7,2,0,0.003,0.997
7,3,0,0.6155,0.3845
7,4,0,0.995,0.005
8,1,0,0,1
8,2,0,0,1
8,3,0,0.0235,0.9765
8,4,0,0.7815,0.2185
9,1,0,0,1
9,2,0,0.023,0.977
9,3,0,0.719,0.281
9,4,0,0.959,0.041
10,1,0,0,1
10,2,0,0,1
10,3,0,0.1365,0.8635
10,4,0,0.7035,0.2965
