y,fzone,punt,kick,gofor
1,1,0.8535,0,0.1465
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.753,0,0.247
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.9235,0,0.0765
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.675,0,0.325
4,2,0.999,0,0.001
4,3,1,0,0
4,4,1,0,0
5,1,0.0835,0,0.9165
5,2,0.953,0,0.047
5,3,1,0,0
5,4,1,0,0
6,1,0,0.013,0.987
6,2,0.113,0.0345,0.8525
6,3,0.9445,0.052,0.0035
6,4,0.948,0.052,0
7,1,0,0.806,0.194
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.793,0.207
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9945,0.0055
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.5865,0.4135
10,2,0,0.999,0.001
10,3,0,1,0
10,4,0,1,0
