y,fzone,punt,kick,gofor
1,1,0.004,0,0.996
1,2,0.6265,0,0.3735
1,3,1,0,0
1,4,1,0,0
2,1,0.022,0,0.978
2,2,0.8545,0,0.1455
2,3,1,0,0
2,4,1,0,0
3,1,0.666,0,0.334
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.872,0,0.128
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.39,0,0.61
5,2,0.9995,0,0.0005
5,3,1,0,0
5,4,1,0,0
6,1,0.0005,0.009,0.9905
6,2,0.4665,0.024,0.5095
6,3,0.9725,0.0275,0
6,4,0.9725,0.0275,0
7,1,0,0.4835,0.5165
7,2,0,0.9965,0.0035
7,3,0,1,0
7,4,0,1,0
8,1,0,0.352,0.648
8,2,0,0.9985,0.0015
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9475,0.0525
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.3625,0.6375
10,2,0,0.9965,0.0035
10,3,0,1,0
10,4,0,1,0
