y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0185,0,0.9815
1,3,0.8865,0,0.1135
1,4,0.999,0,0.001
2,1,0,0,1
2,2,0.024,0,0.976
2,3,0.9555,0,0.0445
2,4,1,0,0
3,1,0,0,1
3,2,0.1445,0,0.8555
3,3,0.9955,0,0.0045
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.62,0,0.38
4,4,0.9985,0,0.0015
5,1,0,0,1
5,2,0,0,1
5,3,0.0095,0,0.9905
5,4,0.724,0,0.276
6,1,0,0.007,0.993
6,2,0,0.0195,0.9805
6,3,0,0.063,0.937
6,4,0.0475,0.1855,0.767
7,1,0,0.0125,0.9875
7,2,0,0.5935,0.4065
7,3,0,0.9985,0.0015
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0485,0.9515
8,3,0,0.975,0.025
8,4,0,1,0
9,1,0,0.023,0.977
9,2,0,0.8165,0.1835
9,3,0,0.996,0.004
9,4,0,1,0
10,1,0,0,1
10,2,0,0.03,0.97
10,3,0,0.785,0.215
10,4,0,0.9755,0.0245
