y,fzone,punt,kick,gofor
1,1,1,0,0
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.9145,0,0.0855
2,2,0.9905,0,0.0095
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.228,0,0.772
3,2,0.5465,0,0.4535
3,3,0.867,0,0.133
3,4,0.973,0,0.027
4,1,0.002,0,0.998
4,2,0.0135,0,0.9865
4,3,0.055,0,0.945
4,4,0.1295,0,0.8705
5,1,0.002,0,0.998
5,2,0.0065,0,0.9935
5,3,0.0305,0,0.9695
5,4,0.079,0,0.921
6,1,0.109,0.007,0.884
6,2,0.2485,0.0185,0.733
6,3,0.366,0.048,0.586
6,4,0.4935,0.117,0.3895
7,1,0.007,0.9285,0.0645
7,2,0.007,0.993,0
7,3,0.007,0.993,0
7,4,0.007,0.993,0
8,1,0,0.999,0.001
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.991,0.009
10,2,0,0.994,0.006
10,3,0,0.9965,0.0035
10,4,0,0.9965,0.0035
