y,fzone,punt,kick,gofor
1,1,0.9115,0,0.0885
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.8495,0,0.1505
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.962,0,0.038
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.7705,0,0.2295
4,2,0.9995,0,0.0005
4,3,1,0,0
4,4,1,0,0
5,1,0.156,0,0.844
5,2,0.978,0,0.022
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0135,0.9865
6,2,0.2455,0.033,0.7215
6,3,0.951,0.0465,0.0025
6,4,0.9535,0.0465,0
7,1,0,0.841,0.159
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.8495,0.1505
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.997,0.003
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.683,0.317
10,2,0,0.999,0.001
10,3,0,1,0
10,4,0,1,0
