y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.0055,0,0.9945
1,4,0.099,0,0.901
2,1,0,0,1
2,2,0,0,1
2,3,0.004,0,0.996
2,4,0.3195,0,0.6805
3,1,0,0,1
3,2,0,0,1
3,3,0,0,1
3,4,0.2635,0,0.7365
4,1,0,0,1
4,2,0,0,1
4,3,0,0,1
4,4,0.004,0,0.996
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0,0,1
6,1,0,0.018,0.982
6,2,0,0.0425,0.9575
6,3,0,0.111,0.889
6,4,0,0.265,0.735
7,1,0,0.0035,0.9965
7,2,0,0.1125,0.8875
7,3,0,0.707,0.293
7,4,0,0.9735,0.0265
8,1,0,0,1
8,2,0,0,1
8,3,0,0.0055,0.9945
8,4,0,0.3935,0.6065
9,1,0,0,1
9,2,0,0.0005,0.9995
9,3,0,0.224,0.776
9,4,0,0.749,0.251
10,1,0,0,1
10,2,0,0,1
10,3,0,0.004,0.996
10,4,0,0.1605,0.8395
