y,fzone,punt,kick,gofor
1,1,0.025,0,0.975
1,2,0.69,0,0.31
1,3,1,0,0
1,4,1,0,0
2,1,0.007,0,0.993
2,2,0.582,0,0.418
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.029,0,0.971
3,2,0.8365,0,0.1635
3,3,1,0,0
3,4,1,0,0
4,1,0.0005,0,0.9995
4,2,0.3515,0,0.6485
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0.0005,0,0.9995
5,3,0.8275,0,0.1725
5,4,0.9995,0,0.0005
6,1,0,0.009,0.991
6,2,0,0.026,0.974
6,3,0.0415,0.086,0.8725
6,4,0.789,0.1375,0.0735
7,1,0,0.27,0.73
7,2,0,0.9765,0.0235
7,3,0,1,0
7,4,0,1,0
8,1,0,0.051,0.949
8,2,0,0.9165,0.0835
8,3,0,1,0
8,4,0,1,0
9,1,0,0.6255,0.3745
9,2,0,0.999,0.001
9,3,0,1,0
9,4,0,1,0
10,1,0,0.006,0.994
10,2,0,0.7095,0.2905
10,3,0,0.994,0.006
10,4,0,1,0
