y,fzone,punt,kick,gofor
1,1,0.985,0,0.015
1,2,0.998,0,0.002
1,3,1,0,0
1,4,1,0,0
2,1,0.967,0,0.033
2,2,0.9905,0,0.0095
2,3,0.999,0,0.001
2,4,1,0,0
3,1,0.98,0,0.02
3,2,0.992,0,0.008
3,3,1,0,0
3,4,1,0,0
4,1,0.8355,0,0.1645
4,2,0.988,0,0.012
4,3,0.9955,0,0.0045
4,4,0.9985,0,0.0015
5,1,0.3955,0,0.6045
5,2,0.9895,0,0.0105
5,3,0.995,0,0.005
5,4,0.9965,0,0.0035
6,1,0.02,0.014,0.966
6,2,0.7635,0.027,0.2095
6,3,0.968,0.027,0.005
6,4,0.9685,0.027,0.0045
7,1,0,0.894,0.106
7,2,0,0.99,0.01
7,3,0,1,0
7,4,0,1,0
8,1,0,0.939,0.061
8,2,0,0.984,0.016
8,3,0,1,0
8,4,0,1,0
9,1,0,0.977,0.023
9,2,0,0.9995,0.0005
9,3,0,1,0
9,4,0,1,0
10,1,0,0.946,0.054
10,2,0,0.981,0.019
10,3,0,0.999,0.001
10,4,0,1,0
