y,fzone,punt,kick,gofor
1,1,0.082,0,0.918
1,2,0.8885,0,0.1115
1,3,1,0,0
1,4,1,0,0
2,1,0.0535,0,0.9465
2,2,0.89,0,0.11
2,3,1,0,0
2,4,1,0,0
3,1,0.1785,0,0.8215
3,2,0.982,0,0.018
3,3,1,0,0
3,4,1,0,0
4,1,0.011,0,0.989
4,2,0.75,0,0.25
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0.0135,0,0.9865
5,3,0.957,0,0.043
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.027,0.973
6,3,0.1045,0.09,0.8055
6,4,0.8465,0.127,0.0265
7,1,0,0.3235,0.6765
7,2,0,0.987,0.013
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0565,0.9435
8,2,0,0.955,0.045
8,3,0,1,0
8,4,0,1,0
9,1,0,0.663,0.337
9,2,0,0.9995,0.0005
9,3,0,1,0
9,4,0,1,0
10,1,0,0.008,0.992
10,2,0,0.7645,0.2355
10,3,0,0.9975,0.0025
10,4,0,1,0
