y,fzone,punt,kick,gofor
1,1,0.0165,0,0.9835
1,2,0.2415,0,0.7585
1,3,0.8145,0,0.1855
1,4,0.976,0,0.024
2,1,0,0,1
2,2,0.0005,0,0.9995
2,3,0.268,0,0.732
2,4,0.862,0,0.138
3,1,0.0015,0,0.9985
3,2,0.0015,0,0.9985
3,3,0.3425,0,0.6575
3,4,0.967,0,0.033
4,1,0.003,0,0.997
4,2,0.003,0,0.997
4,3,0.005,0,0.995
4,4,0.548,0,0.452
5,1,0.002,0,0.998
5,2,0.0035,0,0.9965
5,3,0.004,0,0.996
5,4,0.143,0,0.857
6,1,0,0.02,0.98
6,2,0.0005,0.0455,0.954
6,3,0.0015,0.121,0.8775
6,4,0.0035,0.2715,0.725
7,1,0,0.046,0.954
7,2,0,0.71,0.29
7,3,0,0.9735,0.0265
7,4,0,0.975,0.025
8,1,0,0.01,0.99
8,2,0,0.0135,0.9865
8,3,0,0.6,0.4
8,4,0,0.9745,0.0255
9,1,0,0.0125,0.9875
9,2,0,0.152,0.848
9,3,0,0.8925,0.1075
9,4,0,0.9675,0.0325
10,1,0,0.013,0.987
10,2,0,0.019,0.981
10,3,0,0.2505,0.7495
10,4,0,0.7975,0.2025
